Ligand,s641a_LGFE,s641a_LE,hERG_9CHQ_LGFE,9chq_LE,Nav1.5_6LQA_LGFE,6lqa_LE,Risk,optN_n_LGFE,TdP,hERG5_LGFE,Cav1.2_LGFE,optn_LE,cavRef_LE,MEOO,GEND,GEHC,hERG5_GENA,PRPC,hERG5_MAMN,BENC,ACEC,MAMC,FORC,MEOO9,GEND9,GEHC9,hERG9_GENA,PRPC9,hERG9_MAMN,hERG9_BENC,ACEC9,MAMC9,FORC9,Nav1.5_MEOO,GEND6,GEHC6,GENA6,PRPC6,Nav1.5_MAMN,Nav1.5_BENC,ACEC6,MAMC6,FORC6,MEOOs,GENDs,GEHCs,GENAs,PRPCs,hERGS_MAMN,BENCs,ACECs,MAMCs,MEOOc,Cav1.2_GEND,GEHCc,Cav1.2_GENA,PRPCc,Cav1.2_MAMN,BENCc,ACECc,MAMCc,MolWt,LogP,TPSA,NumHAcceptors,NumHDonors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,smiles
Chloroquine_KR_p,-8.109,-0.369,-7.342,-0.334,-15.744,-0.716,KR,-10.313,1,-14,-3.079,,,0,-0.5,-0.33,-1.29,-2.46,-6.2,-3.18,0,0,0,0,-0.42,0.18,-0.45,-1.67,-1.6,-3.37,0,0,0,0,-0.84,-0.46,-1.33,-6.58,-2.8,-3.76,0,0,0,0,-0.24,-0.73,-0.33,-3.47,-0.48,-2.85,0,0,0,0.65,-0.39,-0.11,-2.01,-1.6,-3.79,0,0,310.55,1.8361,28.5,2,3,11,2,0,1,22,1169.162609,3.030366106,3.834029205,9.242768342,5.21000974,[H]C1NC2C([H])C(C)C([H])C([H])C2C(N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C1[H]
Chlorpromazine_KR_p,-8.286,-0.395,-8.498,-0.405,-14.827,-0.706,KR,-9.771,1,-12.88,-7.301,,,0,0,0,-1.05,-1.58,-5.2,-5,0,0,0,0,0,0,-0.8,-0.54,-2.5,-4.65,0,0,0,0,0,0,-0.85,-4.33,-2.8,-6.88,0,0,0,0,0,0,-0.25,-1.57,-0.66,-5.8,0,0,0,0,0,0.08,-0.55,-1.8,-5.11,0,0,311.559,2.4382,7.68,2,1,6,3,0,1,21,920.8278523,2.32647455,4.667681314,7.228018362,3.786747503,[H]C1C([H])C([H])C2C(SC3C([H])C([H])C(C)C([H])C3N2C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C1[H]
Chlorprothixene_KR_p,-8.818,-0.42,-8.964,-0.427,-14.722,-0.701,KR,-9.873,1,-12.53,-7.339,,,0,0,0,-0.07,-1.83,-5.2,-5.38,0,0,0,0,0,0,-0.06,-1.51,-1,-6.35,0,0,0,0,0,0,-0.65,-2.1,-3.6,-8.37,0,0,0,0,0,0,-0.15,-1.58,-0.66,-6.41,0,0,0,0,0,0.07,-0.63,-2,-5.35,0,0,310.571,3.6377,4.44,1,1,6,3,0,1,21,874.1507139,2.253661532,4.910404237,7.25438424,3.80365012,[H]C1C([H])C([H])C2C(SC3C([H])C([H])C(C)C([H])C3C2C([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C1[H]
Cilostazol_KR_p,-10.514,-0.389,-8.402,-0.311,-17.101,-0.633,KR,-12.265,1,-12.194,-7.887,,,0,-0.55,-0.41,-3.88,-4.49,0,-2.83,0,0,0,0,-0.5,-0.4,-3.36,-2.32,0,-1.82,0,0,0,0,-0.8,-0.55,-3.56,-8.51,0,-3.7,0,0,0,0,0.05,-0.49,-0.83,-5.19,0,-4.04,0,0,0,0.37,-0.9,-0.46,-3.4,0,-2.34,0,0,381.565,1.9006,80.82,7,5,7,4,0,1,27,1432.652897,1.7679331,5.49421864,9.962066064,5.409826055,[H]C1C([H])C2C(C([H])C1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1NNNN1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C(O)N2[H]
Cimetidine_CR_p,-5.351,-0.315,-4.946,-0.291,-11.299,-0.665,CR,-6.998,1,-7.993,-6.736,,,0,-0.76,-0.72,-0.85,-1.33,0,0,0,-4.3,0,0,-0.86,-0.61,-0.71,-0.89,0,0,0,-1.9,0,0,-1.3,-0.67,-1.77,-3.95,0,0,0,-3.7,0,0,-0.22,-1.3,-0.25,-2.5,0,0,0,-1.1,0,-0.63,-1.31,-0.21,-2.78E-17,0,0,0,-4,262.427,-1.7746,86.17,7,6,11,1,0,1,17,688.687724,3.34594477,3.816608837,9.094950252,6.005506992,[H]C1NC(C([H])([H])SC([H])([H])C([H])([H])N([H])C(N([H])CN)N([H])C([H])([H])[H])C(C([H])([H])[H])N1[H]
Ciprofloxacin_KR_p,-7.613,-0.317,-7.848,-0.327,-13.561,-0.565,KR,-9.353,1,-11.597,-6.138,,,0,0,-0.33,-2.15,-2.49,-5.2,-1.24,-0.14,0,0,0,0,-0.08,-0.92,-0.76,-2.3,-1.74,-2,0,0,0,0,-0.31,-2.05,-4.47,-3.6,-2.34,-0.8,0,0,0,0,-0.79,-0.55,-2.98,-0.48,-2.35,-0.44,0,0,0,0.41,-0.22,-1.44,-1.6,-1.87,-1.7,0,344.451,-1.8835,83.78,5,4,3,4,0,1,24,1068.331365,1.966297148,6.106795026,6.776280922,3.10430716,[H]C1C(F)C(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])C([H])C2C1C(O)C(C(O)O)C([H])N2C1([H])C([H])([H])C1([H])[H]
Cisapride_KR_p,-9.909,-0.31,-9.933,-0.31,-20.75,-0.648,KR,-14.156,1,-15.34,-6.44,,,0,-0.51,0,-3.43,-2.35,-5.2,-3.83,0,0,0,0,-0.3,0,-2.29,-1.48,-1,-4.83,0,0,0,0,-1.47,0,-3.82,-2.7,-3.6,-9.12,0,0,0,0,-0.27,0,-0.59,-3.32,-0.48,-5.26,0,0,0,-0.6,0,-0.45,-1.68,-0.63,-5.15,0,0,460.655,0.6424,90.41,6,4,13,3,0,1,32,1596.038839,2.390605894,7.339016364,12.92999362,7.322768877,[H]C1C([H])C(OC([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])(N([H])C(O)C3C([H])C(C)C(N([H])[H])C([H])C3OC([H])([H])[H])C([H])(OC([H])([H])[H])C2([H])[H])C([H])C([H])C1F
Citalopram_KR_p,-8.497,-0.354,-8.809,-0.367,-14.665,-0.611,KR,-9.653,1,-12.859,-8.498,,,0,0,-0.18,-1.38,-1.83,-5.2,-4.2,0,0,0,0,0,-0.2,-1.16,-0.62,-2.3,-4.48,0,0,0,0,0,-0.3,-1.97,-1.97,-3.8,-6.63,0,0,0,0,0,-0.79,-0.31,-2.29,-1.7,-3.4,0,0,0,0,-0.01,0.06,-1.16,-1.8,-3.23,0,0,341.535,2.1996,39.69,2,2,8,3,0,1,24,1105.83578,2.528570116,5.419665447,8.007648136,3.80685857,[H]C1C([H])C(C2(C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])OC([H])([H])C3C([H])C(CN)C([H])C([H])C32)C([H])C([H])C1F
Clarithromycin_KR_p,-11.206,-0.216,-7.884,-0.152,-21.841,-0.42,KR,-16.117,1,-19.894,-6.167,,,-1.22,0,0,-4.16,-9.26,-5.2,0,0,0,0,0.01,0,0,-2.27,-4.59,-1,0,0,0,0,-1.1,0,0,-5.1,-12.5,-3.2,0,0,0,0,-2.13,0,0,-0.89,-6.48,-1.7,0,0,0,-1.07,0,0,0.86,-2.91,-1.7,0,0,0,753.004,0.6062,190.43,13,7,26,3,0,1,52,3780.450666,4.044081841,8.588934477,18.14078331,9.68577915,[H]OC1([H])C([H])(C([H])([H])[H])OC([H])(OC2([H])C([H])(C([H])([H])[H])C(O)OC([H])(C([H])([H])C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(O[H])C([H])(C([H])([H])[H])C(O)C([H])(C([H])([H])[H])C([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])(OC3([H])OC([H])(C([H])([H])[H])C([H])([H])C([H])([N+]([H])(C([H])([H])[H])C([H])([H])[H])C3([H])O[H])C2([H])C([H])([H])[H])C([H])([H])C1(OC([H])([H])[H])C([H])([H])[H]
Clofazimine_CR_p,-9.619,-0.291,-8.929,-0.271,-17.263,-0.523,CR,-11.755,1,-11.755,-4.848,,,0,-0.09,-0.36,-1.27,-1.72,0,-8.32,0,0,0,0,-0.5,-0.04,-1.49,-1.29,0,-5.6,0,0,0,0,-0.99,-0.2,-3.08,-2.51,0,-10.47,0,0,0,0,-0.15,-0.56,-0.64,-2.9,0,-5.37,0,0,0,0.24,-0.38,-0.26,-0.89,0,-5.88,0,0,458.779,5.216,39.33,4,3,7,5,0,1,33,1284.674982,1.741443716,9.61620999,10.84616433,5.649546553,[H]C1C([H])C([H])C2C(NC3C([H])C(N([H])C4C([H])C([H])C(C)C([H])C4[H])C(NC([H])(C([H])([H])[H])C([H])([H])[H])C([H])C3N2C2C([H])C([H])C(C)C([H])C2[H])C1[H]
Clomipramine_CR_p,-8.936,-0.406,-8.614,-0.392,-15.356,-0.698,CR,-10.223,1,-12.774,-7.183,,,0,0,0,-0.75,-1.8,-5.2,-4.95,0,0,0,0,0,0,-1,0.02,-2.3,-5.27,0,0,0,0,0,0,-1.46,-2.81,-3.6,-7.52,0,0,0,0,0,0,-0.12,-1.72,-1.7,-5.4,0,0,0,0,0,0.09,-0.72,-1.8,-5.26,0,0,307.546,2.9804,7.68,1,1,6,3,0,1,22,1071.658806,2.530660633,4.177633061,7.659857588,3.870901958,[H]C1C([H])C([H])C2C(C1[H])N(C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C1C([H])C(C)C([H])C([H])C1C([H])([H])C2([H])[H]
Clotiapine_PR_p,-8.104,-0.352,-10.883,-0.473,-19.46,-0.846,PR,-9.926,1,-16.937,-7.65,,,0,0,0,-0.09,-0.39,-14.2,-2.29,0,0,0,0,0,0,-0.45,0.22,-5.8,-4.79,0,0,0,0,0,0,-0.53,-2.12,-12.8,-3.94,0,0,0,0,0,0,-0.08,-1.48,-2.27,-4.24,0,0,0,0,0,0.21,-0.31,-5.1,-4.63,0,0,338.585,1.5952,19.71,3,2,2,4,0,1,23,1048.554066,2.053674436,5.371311612,7.228586438,3.60582688,[H]C1C([H])C([H])C2C(SC3C([H])C([H])C(C)C([H])C3C(N3C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])N2[H])C1[H]
Clozapine_PR_p,-7.846,-0.341,-10.59,-0.46,-20.102,-0.874,PR,-10.306,1,-16.657,-9.704,,,0,-0.4,0,-0.82,-0.67,-12.6,-2.18,0,0,0,0,-0.45,0,-0.78,0.35,-6.1,-3.58,0,0,0,0,-0.6,0,-1.1,-1.81,-12.2,-4.37,0,0,0,0,-0.22,0,-0.15,-1.07,-1.82,-4.57,0,0,0,-0.41,0,-0.03,0.59,-4.42,-4.27,0,0,321.533,0.4516,31.74,3,3,2,4,0,1,23,1077.665255,2.089565985,4.965552693,6.9888999,3.460827096,[H]C1C([H])C([H])C2C(C1[H])C(N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])N([H])C1C([H])C(C)C([H])C([H])C1N2[H]
Cobimetinib_PR_p,-10.286,-0.343,-9.629,-0.321,-18.588,-0.62,PR,-12.136,1,-16.702,-8.601,,,0.06,-0.53,-0.18,-3.42,-2.03,-6.2,-4.36,0,0,0,-0.23,-0.57,0.13,-1.93,-1.25,-1.7,-4.09,0,0,0,0.23,-0.75,-0.14,-3.55,-5.63,-2.1,-6.64,0,0,0,-0.5,-0.15,-0.34,-0.63,-2.6,-0.59,-5.48,0,0,-0.6,0.24,0.05,1.09,-0.9,-1.5,-4.66,0,0,546.436,1.206,72.34,4,4,6,4,0,1,30,1329.338167,1.926726208,8.517120389,9.667280682,4.805799014,[H]OC1(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])[H])C([H])([H])N(C(O)C2C([H])C([H])C(F)C(F)C2N([H])C2C([H])C([H])C(I)C([H])C2F)C1([H])[H]
Cocaine_KR_p,-7.488,-0.34,-8.225,-0.374,-14.24,-0.647,KR,-9.805,1,-13.063,-6.273,,,0,0,0,-1.47,-2.64,-6.2,-2.72,0,0,0,0,0,0,-1.74,-1.59,-1.8,-3.05,0,0,0,0,0,0,-2.02,-6.15,-2.2,-3.82,0,0,0,0,0,0,0.2,-4.41,-0.21,-3.07,0,0,0,0,0,0.13,-1.44,-1.8,-3.36,0,0,314.446,0.3007,63.36,4,3,7,3,0,1,22,1122.918615,2.488081619,4.496268187,7.137733273,3.19513478,[H]C1C([H])C([H])C(C(O)OC2([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])(C2([H])C(O)OC([H])([H])[H])[N+]3([H])C([H])([H])[H])C([H])C1[H]
Crizotinib_PR_p,-10.27,-0.342,-8.352,-0.278,-19.629,-0.654,PR,-12.606,1,-17.388,-6.502,,,0,-0.48,-0.91,-3.57,-2.25,-6.2,-3.93,0,0,0,0,-0.22,0.03,-1.42,-0.6,-1.9,-4.24,0,0,0,0,-0.69,-0.99,-4.19,-3.37,-5.4,-5.01,0,0,0,0,-0.27,-2,-0.87,-2.45,-0.4,-4.28,0,0,0,-0.09,1.11,0.09,-1.89,-1.6,-3.37,0,0,426.645,0.8369,79.16,5,4,7,4,0,1,30,1316.989129,1.813926707,7.879830185,10.09087234,5.019073593,[H]C1NC(N([H])[H])C(OC([H])(C2C(C)C([H])C([H])C(F)C2C)C([H])([H])[H])C([H])C1C1C([H])NN(C2([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])C1[H]
Dabrafenib_PR_p,-9.615,-0.275,-8.496,-0.243,-18.337,-0.524,PR,-14.156,1,-13.89,-5.798,,,0,-0.99,-0.36,-3.72,-1.91,0,-6.9,0,0,0,0,-1.55,0.08,-2.05,-0.2,0,-4.78,0,0,0,0,-1.63,-0.72,-3.83,-3.61,0,-8.55,0,0,0,0,-0.26,-0.85,-0.93,-1.16,0,-6.41,0,0,0,0.35,-0.91,0.73,-0.16,0,-6.13,0,0,543.766,3.6167,114.6,8,7,6,4,0,1,35,1298.944436,1.887315165,12.16121523,11.13513859,6.27456101,[H]C1NC(N([H])[H])NC(C2SC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])NC2C2C([H])C([H])C([H])C(N([H])S(O)(O)C3C(F)C([H])C([H])C([H])C3F)C2F)C1[H]
Dasatinib_PR_p,-10.614,-0.322,-7.786,-0.236,-20.066,-0.608,PR,-13.078,1,-15.069,-6.135,,,-0.27,-1.06,-0.6,-1.31,-2.44,-6.2,-3.2,0,0,0,-0.33,-0.25,0.11,-2.13,-0.99,-1.7,-2.51,0,0,0,-0.35,-1.05,-1.91,-5.46,-3.1,-3.6,-4.65,0,0,0,-0.38,-0.22,-1.46,-0.59,-3.53,-0.1,-4.32,0,0,-0.15,-1.11,0.06,0.26,-1.41,-1.6,-1.79,0,0,486.751,-1.9288,108.29,9,8,11,4,0,1,33,1519.217651,1.733961984,8.508785568,12.29394084,7.02656311,[H]OC([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C2NC(C([H])([H])[H])NC(N([H])C3NC([H])C(C(O)N([H])C4C(C)C([H])C([H])C([H])C4C([H])([H])[H])S3)C2[H])C([H])([H])C1([H])[H]
Degarelix_PR_p,-17.141,-0.147,-8.787,-0.075,-32.337,-0.276,PR,-23.275,1,-24.868,-5.755,,,-0.11,-4.24,-0.05,-5.28,-4.16,-6.2,-4.83,0,0,0,0.36,1.42,1.68,-0.78,-5.26,0.51,-6.69,0,0,0,-0.64,-5.09,-0.09,-4.69,-8.75,-3.1,-9.97,0,0,0,-0.38,-1.95,-0.61,-1.54,-3.96,-0.59,-8.09,0,0,-0.3,4.27,0.63,0.91,1.44,-1.8,-9.15,0,0,1677.391,-3.4655,563.99,33,33,62,8,0,1,117,7146.87004,1.74419391,29.58743486,52.0567967,34.73284888,[H]OC([H])([H])C([H])(C(O)N([H])C([H])(C(O)N([H])C([H])(C(O)N([H])C([H])(C(O)N([H])C([H])(C(O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(O)N([H])C([H])(C(O)N([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1C([H])C([H])C(N([H])C(O)N([H])[H])C([H])C1[H])C([H])([H])C1C([H])C([H])C(N([H])C(O)C2([H])N([H])C(O)N([H])C(O)C2([H])[H])C([H])C1[H])N([H])C(O)C([H])(N([H])C(O)C([H])(N([H])C(O)C([H])(N([H])C(O)C([H])([H])[H])C([H])([H])C1C([H])C([H])C2C([H])C([H])C([H])C([H])C2C1[H])C([H])([H])C1C([H])C([H])C(C)C([H])C1[H])C([H])([H])C1C([H])NC([H])C([H])C1[H]
Delamanid_PR_p,-11.541,-0.304,-10.342,-0.272,-18.365,-0.483,PR,-13.397,1,-13.304,-3.963,,,0,0,-0.62,-4.24,-3.44,0,-4.99,0,0,0,0,0,-0.37,-3.39,-2.37,0,-4.22,0,0,0,0,0,-0.03,-6.45,-4.24,0,-7.67,0,0,0,0,0,-0.79,-0.65,-4.06,0,-6.06,0,0,0,0,-1.38,-0.58,-1.76,0,-5.86,0,0,552.635,3.027,99.13,10,3,9,5,0,1,38,1650.058241,1.501349776,11.233478,12.09338597,7.563377842,[H]C1C([H])C(OC2([H])C([H])([H])C([H])([H])N(C3C([H])C([H])C(OC([H])([H])C4(C([H])([H])[H])OC5NC(N(O)O)C([H])N5C4([H])[H])C([H])C3[H])C([H])([H])C2([H])[H])C([H])C([H])C1OC(F)(F)F
Desipramine_PR_p,-8.511,-0.426,-8.692,-0.435,-15.111,-0.756,PR,-8.931,1,-12.873,-9.554,,,0,0,0,-0.83,-1.56,-5.2,-5.23,0,0,0,0,0,0,-0.41,-0.62,-2.3,-5.32,0,0,0,0,0,0,-0.81,-2.94,-3.6,-7.78,0,0,0,0,0,0,-0.15,-1.43,-1.7,-5.24,0,0,0,0,0,-0.02,-0.48,-1.9,-5.06,0,0,279.492,2.7831,19.85,1,1,5,3,0,1,20,995.7747349,2.491772347,3.533882481,7.264413645,3.21927189,[H]C1C([H])C([H])C2C(C1[H])N(C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])[H])C1C([H])C([H])C([H])C([H])C1C([H])([H])C2([H])[H]
Dexmedetomidine_PR_p,-7.509,-0.501,-5.384,-0.359,-10.275,-0.685,PR,-7.598,1,-7.547,-7.442,,,0,-0.83,-0.79,-0.83,-1.69,0,-3.37,0,0,0,0,-0.45,-0.41,-0.56,-0.76,0,-3.2,0,0,0,0,-0.97,-0.65,-0.72,-2.95,0,-4.98,0,0,0,0,-0.19,-0.77,-0.19,-2.15,0,-4.21,0,0,0,-0.98,-1.35,-0.08,-1.1,0,-2.02,0,0,210.365,2.2137,24.06,2,2,5,2,0,1,15,646.8946128,2.831890397,2.837406298,4.835965155,2.364804095,[H]C1NC([H])N([H])C1C([H])(C1C([H])C([H])C([H])C(C([H])([H])[H])C1C([H])([H])[H])C([H])([H])[H]
Dexmethylphenidate_SR_p,-6.257,-0.368,-6.471,-0.381,-11.668,-0.686,SR,-7.827,1,-9.88,-5.54,,,0,0,0,-0.44,-1.67,-6.2,-1.55,0,0,0,0,0,0,-0.93,-1.73,-1,-2.78,0,0,0,0,0,0,-0.92,-3.53,-3.1,-4.13,0,0,0,0,0,0,-0.14,-0.68,-2.1,-3.31,0,0,0,0,0,-0.06,-1.46,-1.8,-2.39,0,0,242.383,1.2636,46.07,2,2,5,2,0,1,17,831.5980911,3.097395464,2.966562468,6.716520123,3.426638137,[H]C1C([H])C([H])C(C([H])(C(O)OC([H])([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])[H])C([H])C1[H]
Diltiazem_CR_p,-9.434,-0.325,-8.475,-0.292,-16.964,-0.585,CR,-10.765,1,-13.9,-5.697,,,0,0,-0.09,-1.69,-2.32,-6.2,-3.57,0,0,0,0,0,0.01,-1.98,-0.86,-2.5,-3.11,0,0,0,0,0,-0.21,-2.17,-2.8,-3.8,-8.02,0,0,0,0,0,-0.28,-0.44,-2.3,-0.98,-5.43,0,0,0,0,0.03,0.1,-1.68,-1.8,-3.48,0,0,431.663,1.1066,66.6,6,3,11,3,0,1,29,1371.858087,2.551839453,6.811804039,11.11639154,6.086870356,[H]C1C([H])C([H])C2C(SC([H])(C3C([H])C([H])C(OC([H])([H])[H])C([H])C3[H])C([H])(OC(O)C([H])([H])[H])C(O)N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C1[H]
Diphenhydramine_CR_p,-8.065,-0.424,-8.23,-0.433,-14.226,-0.749,CR,-9.222,1,-12.015,-6.793,,,0,0,0,-0.5,-1.53,-5.2,-4.74,0,0,0,0,0,0,-0.6,-0.93,-1.7,-5.02,0,0,0,0,0,0,-0.81,-2.29,-3.6,-7.53,0,0,0,0,0,0,-0.12,-1.12,-1.7,-5.13,0,0,0,0,0,0.03,-0.6,-1.8,-5.19,0,0,268.465,2.6767,13.67,1,1,8,2,0,1,19,840.7601039,2.88169663,3.457439543,8.261190687,5.073421602,[H]C1C([H])C([H])C(C([H])(OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H]
Disopyramide_KR_p,-7.748,-0.31,-6.563,-0.263,-15.522,-0.621,KR,-10.373,1,-12.072,-7.518,,,0,-0.87,-0.05,-0.79,-1.95,-5.2,-3.18,0,0,0,0,-1.7,-0.24,-0.61,-1.39,-1.1,-1.62,0,0,0,0,-0.55,-0.26,-1.08,-4.92,-2.8,-5.96,0,0,0,0,-0.17,-0.6,-0.21,-1.41,-0.66,-4.7,0,0,0,-0.09,0.57,0.01,-1.2,-1.7,-3.41,0,0,354.603,2.0641,62.72,3,4,13,2,0,1,25,1266.506651,3.639444924,4.527654453,9.681941366,4.968544423,[H]C1NC(C(C2C([H])C([H])C([H])C([H])C2[H])(C(O)N([H])[H])C([H])([H])C([H])([H])[N+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])C([H])C1[H]
Dobutamine_SR_p,-8.914,-0.405,-9.482,-0.431,-15.425,-0.701,SR,-11.086,1,-13.278,-5.823,,,-1.46,0,0,0,-1.68,-6.2,-3.95,0,0,0,-1.6,0,0,0,-0.31,-1.6,-5.91,0,0,0,-0.32,0,0,0,-2.3,-3.8,-9.01,0,0,0,-1.52,0,0,0,-1.93,-0.48,-4.98,0,0,-1.43,0,0,0,-1.17,-0.46,-6.28,0,0,314.49,1.1816,77.3,3,4,11,2,0,1,22,1045.777138,2.830189077,4.323289225,9.212625405,6.149541774,[H]OC1C([H])C([H])C(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])[N+]([H])([H])C([H])([H])C([H])([H])C2C([H])C([H])C(O[H])C(O[H])C2[H])C([H])C1[H]
Dofetilide_KR_p,-8.646,-0.298,-8.823,-0.304,-18.369,-0.633,KR,-12.891,1,-15.59,-9.332,,,0,-0.86,0,-3.22,-2.12,-6.2,-3.17,0,0,0,0,-1.52,0,-2.77,-0.09,-1.7,-2.81,0,0,0,0,-0.73,0,-4.04,-2.28,-3.3,-7.95,0,0,0,0,-0.59,0,-0.54,-2.91,-0.21,-4.39,0,0,0,-0.91,0,-0.26,-1.14,-0.63,-5.33,0,0,458.711,2.5478,118.65,7,7,14,2,0,1,29,1391.683426,2.685117772,6.943019618,11.84560847,11.53402799,[H]C1C([H])C(N([H])S(O)(O)C([H])([H])[H])C([H])C([H])C1OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1C([H])C([H])C(N([H])S(O)(O)C([H])([H])[H])C([H])C1[H]
Domperidone_KR_p,-9.216,-0.307,-8.129,-0.271,-17.189,-0.573,KR,-12.482,1,-14.81,-6.668,,,0,-1.13,-1.15,-1.76,-1.79,-6.2,-2.75,0,0,0,0,-2.8,-1.22,-0.38,-0.51,-0.96,-2.3,0,0,0,0,-1.82,-2.29,-1.46,-3.1,-2.4,-6.13,0,0,0,0,-0.56,-2.76,-0.37,-2.58,-0.21,-2.73,0,0,0,-1.34,-1.44,-0.22,-0.71,-0.9,-2.66,0,0,422.638,-0.3456,75.44,6,5,5,5,0,1,30,1483.282515,1.705853783,7.109606798,9.297288942,4.315511067,[H]C1C([H])C([H])C2C(C1[H])N([H])C(O)N2C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C([H])(N2C3C([H])C([H])C(C)C([H])C3N([H])C2O)C([H])([H])C1([H])[H]
Donepezil_KR_p,-8.547,-0.305,-8.429,-0.301,-18.081,-0.646,KR,-10.874,1,-14.164,-7.273,,,0,0,-0.5,-2.17,-3.05,-4.9,-3.58,0,0,0,0,0,0.78,-0.89,-1.76,-1.2,-5.33,0,0,0,0,0,-0.4,-1.34,-5.72,-3.5,-7.18,0,0,0,0,0,-0.69,-0.46,-2.91,-0.59,-3.9,0,0,0,0,0.21,-0.3,-2.13,-1.6,-4.33,0,0,394.62,2.6887,43.13,3,2,8,4,0,1,28,1524.103088,2.014640432,5.418210121,9.764918115,4.765836332,[H]C1C([H])C([H])C(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])C3([H])C(O)C4C([H])C(OC([H])([H])[H])C(OC([H])([H])[H])C([H])C4C3([H])[H])C([H])([H])C2([H])[H])C([H])C1[H]
Dopamine_SR_p,-6.634,-0.603,-6.482,-0.589,-10.441,-0.949,SR,-6.406,1,-10.415,-8.184,,,-1.98,0,0,0,-0.6,-6.2,-1.65,0,0,0,-0.96,0,0,0,-0.59,-1.8,-3.09,0,0,0,-1.89,0,0,0,-0.62,-3.6,-4.3,0,0,0,-0.94,0,0,0,-0.24,-2.1,-3.32,0,0,-1.18,0,0,0,0.32,-2.8,-2.45,0,0,160.237,-0.8597,68.1,2,3,5,1,0,1,11,416.355091,3.337632734,2.028760331,4.043932929,2.43281107,[H]OC1C([H])C([H])C(C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])C1O[H]
Doxepin_CR_p,-8.585,-0.409,-9.143,-0.435,-15.057,-0.717,CR,-9.698,1,-12.881,-6.089,,,0,0,0,-0.57,-1.95,-5.2,-5.12,0,0,0,0,0,0,-0.45,-1.8,-1,-5.85,0,0,0,0,0,0,-0.28,-3.64,-3.6,-7.56,0,0,0,0,0,0,-0.04,-2.07,-0.66,-5.79,0,0,0,0,0,0.12,-0.49,-2,-5.29,0,0,294.503,2.9227,13.67,1,1,6,3,0,1,21,1003.489074,2.371292683,4.113967469,7.458519469,3.820270322,[H]C1C([H])C([H])C2C(OC([H])([H])C3C([H])C([H])C([H])C([H])C3C2C([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C1[H]
